Year,Month,Tmax,Tmin,AF,Rain,Sun,Station
1988,1,9.0,3.9,2.0,222.0,64.4,Cardiff
1988,2,9.3,2.0,6.0,74.4,120.9,Cardiff
1988,3,10.8,4.5,4.0,112.3,97.3,Cardiff
1988,4,13.4,5.1,2.0,46.6,155.6,Cardiff
1988,5,17.5,7.9,0.0,79.9,191.4,Cardiff
1988,6,19.8,11.2,0.0,31.8,168.8,Cardiff
1988,7,18.4,12.2,0.0,154.4,143.5,Cardiff
1988,8,19.6,11.6,0.0,140.3,153.1,Cardiff
1988,9,17.7,10.2,0.0,103.2,147.7,Cardiff
1988,10,14.4,8.4,0.0,126.4,107.0,Cardiff
1988,11,10.2,1.9,13.0,39.4,81.6,Cardiff
1988,12,11.0,5.6,2.0,35.6,34.0,Cardiff
1989,1,9.9,3.7,6.0,69.6,68.1,Cardiff
1989,2,10.4,2.9,5.0,127.8,95.9,Cardiff
1989,3,11.9,4.5,2.0,157.5,98.1,Cardiff
1989,4,11.5,3.0,5.0,76.9,143.2,Cardiff
1989,5,19.9,9.8,0.0,10.1,245.4,Cardiff
1989,6,20.8,10.6,0.0,41.4,220.5,Cardiff
1989,7,24.7,14.1,0.0,68.9,267.8,Cardiff
1989,8,22.2,12.2,0.0,56.8,234.7,Cardiff
1989,9,19.5,10.9,0.0,68.6,118.7,Cardiff
1989,10,15.7,8.5,0.0,144.4,66.7,Cardiff
1989,11,10.7,4.3,4.0,81.9,90.0,Cardiff
1989,12,8.8,3.3,2.0,155.2,25.9,Cardiff
1990,1,10.3,4.0,6.0,162.2,50.7,Cardiff
1990,2,11.0,5.6,0.0,180.6,84.4,Cardiff
1990,3,12.7,5.1,5.0,23.9,145.0,Cardiff
1990,4,14.1,3.8,5.0,25.1,226.9,Cardiff
1990,5,19.9,9.1,0.0,13.8,270.0,Cardiff
1990,6,18.0,10.8,0.0,94.6,117.9,Cardiff
1990,7,23.7,12.8,0.0,58.4,297.1,Cardiff
1990,8,23.5,13.4,0.0,53.9,210.8,Cardiff
1990,9,18.6,8.9,0.0,71.0,199.8,Cardiff
1990,10,16.1,9.6,0.0,129.4,95.9,Cardiff
1990,11,10.5,4.2,3.0,89.2,93.2,Cardiff
1990,12,8.1,2.3,8.0,98.3,55.6,Cardiff
1991,1,7.0,1.7,8.0,128.5,65.1,Cardiff
1991,2,6.0,-0.8,18.0,75.5,76.4,Cardiff
1991,3,12.0,5.5,3.0,100.7,93.1,Cardiff
1991,4,12.7,5.2,0.0,95.7,162.7,Cardiff
1991,5,16.7,8.2,0.0,3.5,157.7,Cardiff
1991,6,16.4,9.4,0.0,126.0,152.1,Cardiff
1991,7,21.1,13.8,0.0,83.3,173.7,Cardiff
1991,8,22.2,13.3,0.0,30.4,212.3,Cardiff
1991,9,20.1,10.8,0.0,66.8,181.0,Cardiff
1991,10,13.6,7.2,0.0,121.2,86.4,Cardiff
1991,11,10.6,3.8,8.0,118.2,49.8,Cardiff
1991,12,8.0,3.1,5.0,49.0,38.0,Cardiff
1992,1,6.7,1.8,13.0,41.0,38.0,Cardiff
1992,2,9.2,2.6,8.0,46.4,54.0,Cardiff
1992,3,11.3,4.9,1.0,76.5,82.9,Cardiff
1992,4,13.0,5.7,2.0,83.2,127.8,Cardiff
1992,5,19.3,9.5,0.0,49.0,245.5,Cardiff
1992,6,22.3,11.1,0.0,20.7,238.9,Cardiff
1992,7,20.9,13.4,0.0,90.3,162.7,Cardiff
1992,8,19.4,12.4,0.0,184.8,151.3,Cardiff
1992,9,17.3,10.6,0.0,109.9,113.9,Cardiff
1992,10,12.0,4.6,6.0,63.2,99.2,Cardiff
1992,11,11.3,4.4,1.0,220.0,45.9,Cardiff
1992,12,7.3,2.1,11.0,71.6,47.5,Cardiff
1993,1,10.1,3.6,5.0,181.8,35.5,Cardiff
1993,2,8.2,3.0,4.0,15.3,51.1,Cardiff
1993,3,10.9,3.6,6.0,26.4,111.3,Cardiff
1993,4,13.5,6.9,1.0,89.7,105.5,Cardiff
1993,5,16.1,8.4,0.0,62.7,172.7,Cardiff
1993,6,20.6,11.5,0.0,64.9,192.9,Cardiff
1993,7,20.0,11.9,0.0,135.7,181.4,Cardiff
1993,8,19.6,11.0,0.0,40.0,210.3,Cardiff
1993,9,17.4,9.1,0.0,95.3,142.3,Cardiff
1993,10,12.5,5.8,3.0,84.4,128.0,Cardiff
1993,11,9.1,2.8,6.0,95.1,56.7,Cardiff
1993,12,9.6,3.6,6.0,249.5,45.8,Cardiff
1994,1,9.0,3.4,6.0,175.2,71.3,Cardiff
1994,2,7.3,1.3,10.0,140.3,60.0,Cardiff
1994,3,11.3,5.4,1.0,148.3,122.7,Cardiff
1994,4,13.0,5.1,3.0,84.0,188.6,Cardiff
1994,5,15.5,8.4,0.0,87.2,141.4,Cardiff
1994,6,19.3,10.7,0.0,45.8,212.6,Cardiff
1994,7,23.1,13.6,0.0,44.5,226.2,Cardiff
1994,8,20.5,12.5,0.0,68.0,180.7,Cardiff
1994,9,16.9,10.0,0.0,87.8,122.9,Cardiff
1994,10,14.8,6.7,0.0,139.7,139.0,Cardiff
1994,11,13.3,8.6,0.0,146.0,28.4,Cardiff
1994,12,10.6,4.6,5.0,199.7,43.9,Cardiff
1995,1,8.9,2.9,5.0,211.3,40.8,Cardiff
1995,2,10.5,4.5,1.0,138.7,50.6,Cardiff
1995,3,10.7,2.1,8.0,67.4,157.6,Cardiff
1995,4,14.3,6.0,3.0,27.9,174.9,Cardiff
1995,5,17.3,7.3,0.0,86.2,233.4,Cardiff
1995,6,20.3,10.8,0.0,8.9,246.0,Cardiff
1995,7,23.4,14.3,0.0,44.2,221.7,Cardiff
1995,8,26.0,14.5,0.0,9.2,305.4,Cardiff
1995,9,18.4,10.0,0.0,122.4,168.3,Cardiff
1995,10,17.0,10.5,0.0,106.2,124.0,Cardiff
1995,11,12.0,5.0,4.0,117.1,83.8,Cardiff
1995,12,5.8,1.0,12.0,125.3,42.6,Cardiff
1996,1,6.9,3.4,6.0,68.4,22.0,Cardiff
1996,2,6.9,0.3,18.0,90.8,112.2,Cardiff
1996,3,8.8,2.9,4.0,59.9,63.6,Cardiff
1996,4,13.8,5.1,1.0,70.2,,Cardiff
1996,5,14.4,6.0,0.0,97.6,,Cardiff
1996,6,20.7,9.9,0.0,18.7,,Cardiff
1996,7,22.1,12.6,0.0,49.1,,Cardiff
1996,8,22.0,12.4,0.0,136.7,,Cardiff
1996,9,18.9,10.6,0.0,53.5,,Cardiff
1996,10,15.5,8.9,0.0,152.6,,Cardiff
1996,11,10.3,3.0,12.0,156.2,,Cardiff
1996,12,6.8,1.4,12.0,52.5,,Cardiff
1997,1,5.8,-0.1,15.0,15.5,,Cardiff
1997,2,10.6,3.9,4.0,181.2,,Cardiff
1997,3,12.2,5.0,0.0,42.3,,Cardiff
1997,4,15.1,4.9,0.0,34.0,,Cardiff
1997,5,17.2,7.8,0.0,97.9,,Cardiff
1997,6,18.9,11.6,0.0,100.2,,Cardiff
1997,7,22.1,12.5,0.0,42.6,,Cardiff
1997,8,23.3,15.5,0.0,251.0,,Cardiff
1997,9,19.0,10.9,0.0,69.9,,Cardiff
1997,10,15.1,7.3,3.0,84.9,,Cardiff
1997,11,12.4,6.1,2.0,163.4,,Cardiff
1997,12,9.9,3.3,8.0,150.0,,Cardiff
1998,1,8.8,2.7,9.0,154.9,,Cardiff
1998,2,11.6,3.3,5.0,22.0,,Cardiff
1998,3,12.3,5.8,1.0,168.2,,Cardiff
1998,4,12.2,5.5,1.0,129.6,,Cardiff
1998,5,19.2,10.4,0.0,45.5,,Cardiff
1998,6,18.1,12.0,0.0,157.8,,Cardiff
1998,7,19.8,12.3,0.0,66.9,,Cardiff
1998,8,20.9,12.4,0.0,59.1,,Cardiff
1998,9,19.1,11.5,0.0,118.5,,Cardiff
1998,10,14.6,7.8,0.0,228.8,,Cardiff
1998,11,10.6,3.4,7.0,118.7,,Cardiff
1998,12,9.6,1.9,9.0,130.7,,Cardiff
1999,1,10.2,2.3,6.0,208.3,,Cardiff
1999,2,9.1,2.8,7.0,64.1,,Cardiff
1999,3,11.8,3.6,3.0,70.2,,Cardiff
1999,4,13.8,5.7,5.0,109.0,,Cardiff
1999,5,17.5,9.5,0.0,75.2,,Cardiff
1999,6,19.1,8.9,0.0,71.0,,Cardiff
1999,7,23.1,13.0,0.0,12.9,,Cardiff
1999,8,21.3,12.7,0.0,204.0,,Cardiff
1999,9,20.2,10.9,0.0,176.4,,Cardiff
1999,10,15.2,7.3,0.0,90.3,,Cardiff
1999,11,11.8,4.5,1.0,60.5,,Cardiff
1999,12,9.3,2.2,9.0,231.0,,Cardiff
2000,1,8.5,1.2,15.0,47.8,,Cardiff
2000,2,10.4,3.0,6.0,168.4,,Cardiff
2000,3,11.8,4.1,3.0,59.5,,Cardiff
2000,4,12.3,4.5,1.0,155.4,,Cardiff
2000,5,17.2,8.1,0.0,95.1,,Cardiff
2000,6,20.2,11.2,0.0,37.1,,Cardiff
2000,7,20.8,12.4,0.0,74.5,,Cardiff
2000,8,21.9,13.0,0.0,73.9,,Cardiff
2000,9,19.3,11.4,0.0,156.8,,Cardiff
2000,10,15.0,7.1,0.0,267.6,,Cardiff
2000,11,11.1,3.2,4.0,180.4,,Cardiff
2000,12,9.9,4.6,6.0,187.7,,Cardiff
2001,1,7.8,1.8,5.0,84.0,,Cardiff
2001,2,10.1,1.7,13.0,96.5,,Cardiff
2001,3,9.5,2.8,7.0,147.5,,Cardiff
2001,4,12.9,4.5,2.0,119.1,,Cardiff
2001,5,18.1,8.7,0.0,31.6,,Cardiff
2001,6,20.2,10.2,0.0,34.8,,Cardiff
2001,7,21.6,13.1,0.0,144.6,,Cardiff
2001,8,21.1,13.6,0.0,134.3,,Cardiff
2001,9,18.5,10.5,0.0,36.5,,Cardiff
2001,10,17.2,11.0,0.0,183.4,,Cardiff
2001,11,12.2,4.0,5.0,86.6,,Cardiff
2001,12,8.4,1.3,12.0,36.1,,Cardiff
2002,1,9.8,3.7,2.0,142.0,,Cardiff
2002,2,11.1,4.6,3.0,187.6,,Cardiff
2002,3,12.5,5.0,2.0,65.1,,Cardiff
2002,4,14.6,5.6,1.0,84.7,,Cardiff
2002,5,16.5,8.5,0.0,129.8,,Cardiff
2002,6,18.4,10.6,0.0,66.0,,Cardiff
2002,7,20.5,12.5,0.0,65.9,,Cardiff
2002,8,21.7,12.9,0.0,55.9,,Cardiff
2002,9,19.6,10.7,0.0,30.5,,Cardiff
2002,10,14.7,7.1,2.0,217.1,,Cardiff
2002,11,12.8,7.1,0.0,175.6,,Cardiff
2002,12,8.9,4.6,0.0,151.1,,Cardiff
2003,1,8.6,2.3,11.0,90.6,,Cardiff
2003,2,8.7,1.9,8.0,39.9,,Cardiff
2003,3,13.6,4.5,2.0,47.1,,Cardiff
2003,4,16.2,6.2,1.0,70.3,,Cardiff
2003,5,16.7,8.4,0.0,93.0,,Cardiff
2003,6,21.3,11.7,0.0,68.4,,Cardiff
2003,7,22.0,13.8,0.0,93.9,,Cardiff
2003,8,24.5,14.7,0.0,16.2,,Cardiff
2003,9,20.5,9.5,0.0,23.1,,Cardiff
2003,10,14.4,5.7,7.0,65.4,,Cardiff
2003,11,12.5,6.0,3.0,105.3,,Cardiff
2003,12,9.6,3.1,5.0,138.1,,Cardiff
2004,1,9.4,3.0,7.0,162.2,,Cardiff
2004,2,9.6,2.9,9.0,67.3,,Cardiff
2004,3,11.4,3.8,3.0,85.6,,Cardiff
2004,4,14.7,6.3,1.0,73.8,,Cardiff
2004,5,18.3,8.8,0.0,40.0,,Cardiff
2004,6,21.2,12.3,0.0,65.9,,Cardiff
2004,7,20.7,12.6,0.0,82.5,,Cardiff
2004,8,22.3,13.7,0.0,141.7,,Cardiff
2004,9,19.5,11.6,0.0,107.4,,Cardiff
2004,10,15.0,8.3,0.0,182.5,,Cardiff
2004,11,12.0,6.0,0.0,65.6,,Cardiff
2004,12,9.7,3.5,9.0,84.5,,Cardiff
2005,1,10.4,3.9,4.0,75.0,,Cardiff
2005,2,8.8,2.4,5.0,49.5,,Cardiff
2005,3,11.6,4.8,8.0,65.2,,Cardiff
2005,4,14.7,6.6,2.0,87.6,,Cardiff
2005,5,17.2,8.3,0.0,51.6,,Cardiff
2005,6,20.6,12.2,0.0,76.6,,Cardiff
2005,7,22.2,13.9,0.0,69.9,,Cardiff
2005,8,21.9,11.6,0.0,55.6,,Cardiff
2005,9,20.4,11.6,0.0,82.8,,Cardiff
2005,10,16.6,11.4,0.0,160.0,,Cardiff
2005,11,10.9,3.0,11.0,106.1,,Cardiff
2005,12,9.3,2.4,5.0,114.7,,Cardiff
2006,1,8.0,2.9,4.0,36.0,,Cardiff
2006,2,7.7,2.3,6.0,59.0,,Cardiff
2006,3,9.5,3.5,5.0,121.8,,Cardiff
2006,4,14.1,6.2,3.0,35.1,,Cardiff
2006,5,17.0,8.9,0.0,159.2,,Cardiff
2006,6,21.9,11.8,0.0,47.4,,Cardiff
2006,7,25.5,14.5,0.0,65.6,,Cardiff
2006,8,21.1,13.2,0.0,58.9,,Cardiff
2006,9,21.3,12.7,0.0,43.4,,Cardiff
2006,10,16.8,8.8,0.0,178.1,,Cardiff
2006,11,12.5,3.6,5.0,178.1,,Cardiff
2006,12,10.1,3.9,5.0,147.1,,Cardiff
2007,1,10.5,4.2,2.0,178.9,,Cardiff
2007,2,10.0,3.7,7.0,152.3,,Cardiff
2007,3,12.6,4.3,1.0,89.5,,Cardiff
2007,4,18.4,7.0,0.0,21.8,,Cardiff
2007,5,17.4,8.7,0.0,128.5,,Cardiff
2007,6,20.1,12.1,0.0,104.7,,Cardiff
2007,7,19.3,12.6,0.0,173.8,,Cardiff
2007,8,21.1,11.7,0.0,71.3,,Cardiff
2007,9,18.5,10.2,0.0,53.1,,Cardiff
2007,10,14.9,6.7,0.0,57.0,,Cardiff
2007,11,12.0,4.9,3.0,88.4,,Cardiff
2007,12,9.0,2.9,9.0,171.5,,Cardiff
2008,1,10.6,4.4,1.0,170.6,,Cardiff
2008,2,10.2,2.4,7.0,44.5,,Cardiff
2008,3,10.8,3.9,2.0,98.7,,Cardiff
2008,4,13.9,4.7,5.0,59.9,,Cardiff
2008,5,19.4,9.9,0.0,95.3,,Cardiff
2008,6,19.7,10.5,0.0,63.8,,Cardiff
2008,7,21.2,12.6,0.0,138.4,,Cardiff
2008,8,20.3,13.1,0.0,170.2,,Cardiff
2008,9,18.8,10.1,0.0,197.8,,Cardiff
2008,10,15.2,6.1,3.0,113.0,,Cardiff
2008,11,11.5,5.8,1.0,93.3,,Cardiff
2008,12,7.0,0.6,18.0,64.6,,Cardiff
2009,1,6.6,0.4,17.0,153.5,,Cardiff
2009,2,7.7,1.9,12.0,43.6,,Cardiff
2009,3,11.0,2.6,4.0,51.8,,Cardiff
2009,4,13.9,5.9,1.0,53.5,,Cardiff
2009,5,17.1,8.5,0.0,68.0,,Cardiff
2009,6,21.0,11.5,0.0,114.8,,Cardiff
2009,7,20.2,13.1,0.0,194.1,,Cardiff
2009,8,20.7,13.0,0.0,76.0,,Cardiff
2009,9,19.1,10.6,0.0,34.7,,Cardiff
2009,10,16.3,8.6,0.0,73.6,,Cardiff
2009,11,12.6,6.5,0.0,220.4,,Cardiff
2009,12,7.2,0.4,15.0,114.9,,Cardiff
2010,1,5.7,-1.1,15.0,73.5,,Cardiff
2010,2,7.3,0.8,7.0,72.1,,Cardiff
2010,3,10.8,2.8,10.0,72.6,,Cardiff
2010,4,15.1,5.0,0.0,28.7,,Cardiff
2010,5,17.1,7.5,1.0,28.5,,Cardiff
2010,6,21.9,11.1,0.0,21.9,,Cardiff
2010,7,22.0,13.7,0.0,88.0,,Cardiff
2010,8,20.6,12.0,0.0,144.6,,Cardiff
2010,9,18.6,10.2,0.0,94.8,,Cardiff
2010,10,14.8,7.4,2.0,82.8,,Cardiff
2010,11,9.4,2.7,8.0,101.0,,Cardiff
2010,12,3.9,-3.4,24.0,39.8,,Cardiff
2011,1,7.3,1.6,11.0,122.2,,Cardiff
2011,2,10.2,4.7,3.0,80.4,,Cardiff
2011,3,12.0,3.8,5.0,22.6,,Cardiff
2011,4,18.2,8.0,0.0,5.1,,Cardiff
2011,5,16.8,9.0,0.0,56.7,,Cardiff
2011,6,18.7,10.3,0.0,88.9,,Cardiff
2011,7,20.7,11.8,0.0,80.6,,Cardiff
2011,8,19.9,12.0,0.0,64.4,,Cardiff
2011,9,19.4,12.1,0.0,97.8,,Cardiff
2011,10,16.9,9.9,0.0,81.6,,Cardiff
2011,11,13.4,7.7,0.0,84.0,,Cardiff
2011,12,10.2,3.7,5.0,145.2,,Cardiff
2012,1,9.6,3.8,7.0,140.4,,Cardiff
2012,2,8.5,1.7,11.0,35.8,,Cardiff
2012,3,13.9,4.6,2.0,27.2,,Cardiff
2012,4,12.5,4.4,1.0,160.0,,Cardiff
2012,5,17.4,8.5,0.0,66.8,,Cardiff
2012,6,17.9,11.6,0.0,180.8,,Cardiff
2012,7,20.1,11.9,0.0,123.2,,Cardiff
2012,8,20.9,13.8,0.0,117.4,,Cardiff
2012,9,17.9,9.2,0.0,94.6,,Cardiff
2012,10,13.9,7.0,1.0,158.2,,Cardiff
2012,11,10.9,4.0,4.0,162.6,,Cardiff
2012,12,9.4,2.5,12.0,229.4,,Cardiff
2013,1,7.3,2.4,10.0,145.0,,Cardiff
2013,2,7.0,1.3,6.0,56.6,,Cardiff
2013,3,7.1,1.1,13.0,107.0,,Cardiff
2013,4,12.1,4.1,3.0,46.2,,Cardiff
2013,5,16.0,6.8,0.0,89.2,,Cardiff
2013,6,19.1,10.9,0.0,39.2,,Cardiff
2013,7,25.0,14.5,0.0,25.9,,Cardiff
2013,8,22.0,12.9,0.0,74.2,,Cardiff
2013,9,18.7,10.9,0.0,68.2,,Cardiff
2013,10,16.7,10.2,0.0,230.6,,Cardiff
2013,11,10.8,3.1,6.0,93.8,,Cardiff
2013,12,10.6,3.3,4.0,159.6,,Cardiff
2014,1,9.6,3.2,5.0,234.6,,Cardiff
2014,2,10.1,4.1,1.0,161.4,,Cardiff
2014,3,12.3,3.8,3.0,61.6,,Cardiff
2014,4,15.1,6.9,0.0,100.0,,Cardiff
2014,5,17.1,9.1,0.0,135.6,,Cardiff
2014,6,21.3,12.1,0.0,76.8,,Cardiff
2014,7,23.6,13.7,0.0,39.8,,Cardiff
2014,8,19.9,11.4,0.0,185.1,,Cardiff
2014,9,20.7,11.5,0.0,14.2,,Cardiff
2014,10,16.4,10.1,0.0,122.6,,Cardiff
2014,11,12.4,6.3,2.0,155.8,,Cardiff
2014,12,9.6,2.1,11.0,109.8,,Cardiff
2015,1,9.0,2.2,8.0,158.2,,Cardiff
2015,2,8.3,1.3,9.0,124.2,,Cardiff
2015,3,11.0,3.5,3.0,55.8,,Cardiff
2015,4,16.1,6.0,0.0,9.8,,Cardiff
2015,5,15.9,7.9,0.0,155.6,,Cardiff
2015,6,19.6,10.8,0.0,50.4,,Cardiff
2015,7,20.2,12.4,0.0,107.6,,Cardiff
2015,8,20.3,12.3,0.0,129.0,,Cardiff
2015,9,18.3,9.1,0.0,57.0,,Cardiff
2015,10,15.6,8.2,0.0,47.4,,Cardiff
2015,11,13.3,7.7,3.0,223.8,,Cardiff
2015,12,13.2,8.7,0.0,191.4,,Cardiff
2016,1,9.6,2.9,7.0,221.0,,Cardiff
2016,2,9.4,2.2,10.0,129.2,,Cardiff
2016,3,10.7,2.5,7.0,96.0,,Cardiff
2016,4,13.2,4.7,2.0,46.6,,Cardiff
2016,5,18.5,9.0,0.0,109.6,,Cardiff
2016,6,19.9,12.7,0.0,109.8,,Cardiff
2016,7,21.3,13.4,0.0,25.2,,Cardiff
2016,8,21.6,13.2,0.0,95.2,,Cardiff
2016,9,20.1,13.0,0.0,109.0,,Cardiff
2016,10,15.0,7.8,0.0,41.8,,Cardiff
2016,11,10.3,3.5,4.0,152.2,,Cardiff
2016,12,9.6,3.0,7.0,56.2,,Cardiff
2017,1,8.3,2.0,11.0,76.0,,Cardiff
2017,2,9.4,4.2,4.0,81.0,,Cardiff
2017,3,12.6,5.7,1.0,114.6,,Cardiff
2017,4,15.0,4.9,2.0,14.2,,Cardiff
2017,5,18.5,9.9,0.0,76.2,,Cardiff
2017,6,20.9,12.6,0.0,84.8,,Cardiff
2017,7,21.4,13.1,0.0,116.8,,Cardiff
2017,8,20.5,12.2,0.0,69.4,,Cardiff
2017,9,18.3,10.2,0.0,102.8,,Cardiff
2017,10,16.4,10.1,0.0,49.6,,Cardiff
2017,11,11.8,3.5,5.0,82.2,,Cardiff
2017,12,9.3,2.8,11.0,152.9,,Cardiff
2018,1,9.4,2.7,9.0,153.2,,Cardiff
2018,2,7.5,0.8,14.0,50.0,,Cardiff
2018,3,9.1,2.5,6.0,163.4,,Cardiff
2018,4,14.0,7.2,0.0,129.4,,Cardiff
2018,5,19.0,8.8,0.0,56.2,,Cardiff
2018,6,22.6,12.7,0.0,8.4,,Cardiff
2018,7,25.4,14.7,0.0,46.0,,Cardiff
2018,8,21.4,13.1,0.0,129.8,,Cardiff
2018,9,18.7,10.1,0.0,89.8,,Cardiff
2018,10,15.6,6.9,3.0,48.0,,Cardiff
2018,11,11.9,5.9,1.0,121.0,,Cardiff
2018,12,10.6,5.5,1.0,196.4,,Cardiff
2019,1,8.1,1.8,14.0,48.0,,Cardiff
2019,2,12.2,2.4,8.0,72.8,,Cardiff
2019,3,12.7,5.2,0.0,139.6,,Cardiff
2019,4,15.0,6.3,1.0,99.2,,Cardiff
2019,5,17.6,7.2,0.0,37.0,,Cardiff
2019,6,19.2,11.5,0.0,84.6,,Cardiff
2019,7,23.7,13.9,0.0,83.6,,Cardiff
2019,8,21.9,13.7,0.0,137.4,,Cardiff
2019,9,19.5,11.3,0.0,159.8,,Cardiff
2019,10,14.9,7.5,0.0,235.8,,Cardiff
2019,11,10.3,4.7,2.0,158.2,,Cardiff
2019,12,10.0,3.8,6.0,171.4,,Cardiff
2020,1,10.0,4.5,5.0,111.4,,Cardiff
2020,2,10.7,4.3,2.0,242.8,,Cardiff
2020,3,11.7,3.9,2.0,104.0,,Cardiff
2020,4,17.5,6.6,1.0,42.0,,Cardiff
2020,5,19.4,8.2,0.0,15.4,,Cardiff
2020,6,20.6,11.9,0.0,147.4,,Cardiff
2020,7,20.6,12.6,0.0,98.4,,Cardiff
2020,8,22.1,14.1,0.0,154.6,,Cardiff
2020,9,19.9,10.0,0.0,39.4,,Cardiff
2020,10,14.6,7.9,0.0,175.0,,Cardiff
2020,11,12.7,6.0,4.0,90.0,,Cardiff
2020,12,9.3,3.0,6.0,265.6,,Cardiff
2021,1,7.6,1.4,12.0,162.8,,Cardiff
2021,2,9.5,2.9,9.0,100.6,,Cardiff
2021,3,12.0,4.3,4.0,92.6,,Cardiff
2021,4,13.5,3.0,5.0,19.6,,Cardiff
2021,5,15.8,7.0,0.0,202.0,,Cardiff
2021,6,21.3,12.0,0.0,39.0,,Cardiff
2021,7,23.6,14.3,0.0,101.8,,Cardiff
2021,8,20.7,12.9,0.0,62.8,,Cardiff
2021,9,21.1,12.2,0.0,29.0,,Cardiff
2021,10,16.7,10.0,0.0,227.0,,Cardiff
2021,11,11.9,4.9,4.0,26.4,,Cardiff
2021,12,10.6,5.4,0.0,125.6,,Cardiff
2022,1,9.3,1.9,13.0,65.4,,Cardiff
2022,2,11.3,4.4,3.0,116.8,,Cardiff
2022,3,13.2,4.7,1.0,62.4,,Cardiff
2022,4,15.4,5.5,4.0,44.4,,Cardiff
2022,5,18.2,9.7,0.0,53.4,,Cardiff
2022,6,20.6,10.8,0.0,82.2,,Cardiff
2022,7,24.2,13.2,0.0,13.0,,Cardiff
2022,8,25.0,14.2,0.0,27.8,,Cardiff
2022,9,19.9,10.7,0.0,78.6,,Cardiff
2022,10,18.0,10.1,0.0,128.6,,Cardiff
2022,11,13.1,6.5,1.0,179.4,,Cardiff
2022,12,8.1,1.4,11.0,165.2,,Cardiff
2023,1,9.5,2.4,11.0,191.4,,Cardiff
2023,2,10.7,3.5,8.0,24.8,,Cardiff
2023,3,11.1,5.3,1.0,220.6,,Cardiff
2023,4,14.0,5.7,0.0,119.0,,Cardiff
2023,5,19.4,9.0,0.0,53.2,,Cardiff
2023,6,23.6,13.4,0.0,15.2,,Cardiff
2023,7,20.6,13.1,0.0,185.6,,Cardiff
2023,8,21.4,12.8,0.0,94.2,,Cardiff
2023,9,22.0,13.1,0.0,107.0,,Cardiff
2023,10,17.4,9.6,0.0,178.4,,Cardiff
2023,11,12.2,5.1,4.0,202.0,,Cardiff
2023,12,10.9,5.7,4.0,158.8,,Cardiff
